ReleasedDate	Released	Title	Genre	CreativeType	ProductionBudget	MaximumTheaters	Opening WeekendRevenue	DomesticBox Office	InternationalBox Office	WorldwideBox Office	Genre plotted
Feb 24, 2017	2017	Get Out	Horror	Contemporary Fiction	5000000.00	3143	33377060.00	176040665.00	79327469.00	255368134.00	Horror
Feb 10, 2017	2017	The Lego Batman Movie	Adventure	Kids Fiction	80000000.00	4088	53003468.00	175750384.00	134910789.00	310661173.00	Adventure
Mar 31, 2017	2017	The Boss Baby	Adventure	Kids Fiction	125000000.00	3829	50198902.00	175003033.00	335885324.00	510888357.00	Adventure
Dec 20, 2017	2017	The Greatest Showman	Musical	Dramatization	84000000.00	3342	8805843.00	174340174.00	212325376.00	386665550.00	Concert/Musical
May 26, 2017	2017	Pirates of the Caribbean: Dead Men Te…	Adventure	Fantasy	230000000.00	4276	62983253.00	172558876.00	615682261.00	788241137.00	Adventure
Mar 10, 2017	2017	Kong: Skull Island	Adventure	Science Fiction	185000000.00	3846	61025472.00	168052812.00	393019247.00	561072059.00	Adventure
Jun 16, 2017	2017	Cars 3	Adventure	Kids Fiction	175000000.00	4256	53688680.00	152901115.00	230648036.00	383549151.00	Adventure
Jul 14, 2017	2017	War for the Planet of the Apes	Action	Science Fiction	152000000.00	4100	56262929.00	146880162.00	342712105.00	489592267.00	Action
Jan 20, 2017	2017	Split	Horror	Contemporary Fiction	5000000.00	3373	40010975.00	138141585.00	140824314.00	278965899.00	Horror
Nov 17, 2017	2017	Wonder	Drama	Dramatization	20000000.00	3519	27547866.00	132422809.00	172181772.00	304604581.00	Drama
Jun 21, 2017	2017	Transformers: The Last Knight	Action	Science Fiction	217000000.00	4132	44680073.00	130168683.00	472724657.00	602893340.00	Action
Jul 21, 2017	2017	Girls Trip	Comedy	Contemporary Fiction	28000000.00	2648	31201920.00	115108515.00	25777838.00	140886353.00	Comedy
Feb 10, 2017	2017	Fifty Shades Darker	Drama	Contemporary Fiction	55000000.00	3714	46607250.00	114434010.00	266944628.00	381378638.00	Drama
Jun 28, 2017	2017	Baby Driver	Thriller/Suspense	Contemporary Fiction	34000000.00	3226	20553320.00	107825862.00	120278323.00	228104185.00	Thriller/Suspense
Dec 22, 2017	2017	Pitch Perfect 3	Comedy	Contemporary Fiction	45000000.00	3468	19928525.00	104897530.00	80838882.00	185736412.00	Comedy
Nov 10, 2017	2017	Daddy’s Home 2	Comedy	Contemporary Fiction	70000000.00	3575	29651193.00	104029443.00	71780367.00	175809810.00	Comedy
Nov 10, 2017	2017	Murder on the Orient Express	Drama	Historical Fiction	55000000.00	3354	28681472.00	102826543.00	243098380.00	345924923.00	Drama
Aug 11, 2017	2017	Annabelle: Creation	Horror	Contemporary Fiction	15000000.00	3565	35006404.00	102092201.00	203293687.00	305385888.00	Horror
Sep 22, 2017	2017	Kingsman: The Golden Circle	Action	Contemporary Fiction	104000000.00	4038	39023010.00	100234838.00	308569558.00	408804396.00	Action
Oct 6, 2017	2017	Blade Runner 2049	Thriller/Suspense	Science Fiction	185000000.00	4058	32753122.00	92054159.00	167311035.00	259365194.00	Thriller/Suspense
Feb 10, 2017	2017	John Wick: Chapter Two	Action	Contemporary Fiction	40000000.00	3113	30436123.00	92029184.00	79324384.00	171353568.00	Action
Jul 28, 2017	2017	The Emoji Movie	Adventure	Kids Fiction	50000000.00	4075	24531923.00	86089513.00	130485660.00	216575173.00	Adventure
Mar 24, 2017	2017	Power Rangers	Action	Kids Fiction	120000000.00	3693	40300288.00	85364450.00	57167344.00	142531794.00	Action
Dec 15, 2017	2017	Ferdinand	Adventure	Kids Fiction	111000000.00	3630	13401586.00	84410380.00	205456707.00	289867087.00	Adventure
Dec 22, 2017	2017	The Post	Drama	Dramatization	50000000.00	2851	526011.00	81903458.00	97845422.00	179748880.00	Drama
Jun 9, 2017	2017	The Mummy	Adventure	Historical Fiction	195000000.00	4035	31668375.00	80101125.00	329852780.00	409953905.00	Adventure
Aug 18, 2017	2017	The Hitman’s Bodyguard	Action	Contemporary Fiction	30000000.00	3377	21384504.00	75468583.00	97310709.00	172779292.00	Action
May 19, 2017	2017	Alien: Covenant	Horror	Science Fiction	97000000.00	3772	36160621.00	74262031.00	164259216.00	238521247.00	Horror
Jun 2, 2017	2017	Captain Underpants: The First Epic Movie	Adventure	Kids Fiction	38000000.00	3529	23851539.00	73921000.00	52656874.00	126577874.00	Adventure
Nov 1, 2017	2017	A Bad Moms Christmas	Comedy	Contemporary Fiction	28000000.00	3615	16759161.00	72110659.00	55600000.00	127710659.00	Comedy
Jan 27, 2017	2017	A Dog’s Purpose	Drama	Contemporary Fiction	25000000.00	3178	18222810.00	64321890.00	139349735.00	203671625.00	Drama
Dec 1, 2017	2017	The Shape of Water	Drama	Historical Fiction	19500000.00	2341	166564.00	63859435.00	125336144.00	189195579.00	Drama
Sep 22, 2017	2017	The Lego Ninjago Movie	Adventure	Kids Fiction	70000000.00	4047	20433071.00	59281555.00	63457991.00	122739546.00	Adventure
May 25, 2017	2017	Baywatch	Comedy	Contemporary Fiction	60000000.00	3647	18503871.00	58060186.00	117809573.00	175869759.00	Comedy
Mar 3, 2017	2017	The Shack	Drama	Contemporary Fiction	0.00	2888	16172119.00	57386418.00	39522040.00	96908458.00	Drama
Nov 22, 2017	2017	Darkest Hour	Drama	Dramatization	30000000.00	1733	175006.00	56443120.00	93912708.00	150355828.00	Drama
Oct 13, 2017	2017	Happy Death Day	Horror	Contemporary Fiction	5000000.00	3535	26039025.00	55683845.00	69333810.00	125017655.00	Horror
Nov 10, 2017	2017	Three Billboards Outside Ebbing, Miss…	Black Comedy	Contemporary Fiction	12000000.00	1726	322168.00	54513740.00	105678461.00	160192201.00	Comedy
Jul 28, 2017	2017	Atomic Blonde	Thriller/Suspense	Historical Fiction	30000000.00	3326	18286420.00	51573925.00	46771498.00	98345423.00	Thriller/Suspense
Sep 29, 2017	2017	American Made	Thriller/Suspense	Dramatization	50000000.00	3098	16776390.00	51342000.00	84227701.00	135569701.00	Thriller/Suspense
Aug 4, 2017	2017	The Dark Tower	Western	Science Fiction	60000000.00	3451	19153698.00	50701325.00	62741910.00	113443235.00	Drama
Nov 3, 2017	2017	Lady Bird	Drama	Contemporary Fiction	10000000.00	1557	364437.00	48958273.00	29652496.00	78610769.00	Drama
Oct 20, 2017	2017	Tyler Perry’s Boo 2! A Madea Halloween	Comedy	Contemporary Fiction	20000000.00	2388	21226953.00	47319572.00	560000.00	47879572.00	Comedy
May 12, 2017	2017	Snatched	Comedy	Contemporary Fiction	42000000.00	3511	19542248.00	45852178.00	11999999.00	57852177.00	Comedy
Feb 17, 2017	2017	The Great Wall	Action	Historical Fiction	150000000.00	3328	18469620.00	45157105.00	289393001.00	334550106.00	Action
Apr 7, 2017	2017	Smurfs: The Lost Village	Adventure	Kids Fiction	60000000.00	3610	13210449.00	45020282.00	152558304.00	197578586.00	Adventure
Apr 7, 2017	2017	Going in Style	Comedy	Contemporary Fiction	24000000.00	3076	11932330.00	45018541.00	33654038.00	78672579.00	Comedy
Jun 16, 2017	2017	All Eyez on Me	Drama	Dramatization	45000000.00	2471	26435354.00	44922302.00	9954553.00	54876855.00	Drama
Jan 20, 2017	2017	xXx: Return of Xander Cage	Action	Contemporary Fiction	85000000.00	3651	20130142.00	44898413.00	300139815.00	345038228.00	Action
Jun 16, 2017	2017	47 Meters Down	Horror	Contemporary Fiction	0.00	2471	11205562.00	44307193.00	17388171.00	61695364.00	Horror
Jun 23, 2017	2017	The Big Sick	Romantic Comedy	Dramatization	5000000.00	2597	421577.00	42872467.00	11100393.00	53972860.00	Comedy
Nov 17, 2017	2017	The Star	Adventure	Kids Fiction	20000000.00	2976	9812674.00	40847995.00	21910015.00	62758010.00	Adventure
Mar 31, 2017	2017	Ghost in the Shell	Action	Science Fiction	110000000.00	3440	18676033.00	40563557.00	127355115.00	167918672.00	Action
Jul 21, 2017	2017	Valerian and the City of a Thousand P…	Adventure	Science Fiction	180000000.00	3553	17007624.00	40479370.00	174619129.00	215098499.00	Adventure
May 12, 2017	2017	King Arthur: Legend of the Sword	Adventure	Fantasy	175000000.00	3702	15371270.00	39175066.00	100456861.00	139631927.00	Adventure
Oct 27, 2017	2017	Jigsaw	Horror	Contemporary Fiction	10000000.00	2941	16640452.00	38052832.00	64417472.00	102470304.00	Horror
Sep 15, 2017	2017	American Assassin	Thriller/Suspense	Contemporary Fiction	63000000.00	3154	14846778.00	36249674.00	32060500.00	68310174.00	Thriller/Suspense
Oct 13, 2017	2017	The Foreigner	Action	Contemporary Fiction	35000000.00	2515	13113024.00	34393507.00	106390139.00	140783646.00	Action
May 19, 2017	2017	Everything, Everything	Drama	Contemporary Fiction	10000000.00	2801	11727390.00	34121140.00	27483299.00	61604439.00	Drama
Aug 4, 2017	2017	Wind River	Thriller/Suspense	Contemporary Fiction	0.00	2890	161558.00	33800859.00	11197393.00	44998252.00	Thriller/Suspense
Oct 20, 2017	2017	Geostorm	Action	Science Fiction	100000000.00	3246	13707376.00	33700160.00	187099716.00	220799876.00	Action
Jan 13, 2017	2017	Monster Trucks	Adventure	Science Fiction	125000000.00	3119	10950705.00	33370166.00	28272632.00	61642798.00	Adventure
Feb 17, 2017	2017	Fist Fight	Comedy	Contemporary Fiction	25000000.00	3185	12201873.00	32187017.00	8100000.00	40287017.00	Comedy
Apr 28, 2017	2017	How to Be a Latin Lover	Comedy	Contemporary Fiction	10000000.00	1203	12252439.00	32149404.00	30406824.00	62556228.00	Comedy
Aug 4, 2017	2017	Kidnap	Thriller/Suspense	Contemporary Fiction	21000000.00	2418	10016323.00	30718107.00	4117973.00	34836080.00	Thriller/Suspense
Jan 6, 2017	2017	Underworld: Blood Wars	Action	Fantasy	35000000.00	3070	13688751.00	30353973.00	50855563.00	81209536.00	Action
Oct 6, 2017	2017	The Mountain Between Us	Thriller/Suspense	Contemporary Fiction	0.00	3259	10551336.00	30348555.00	32268992.00	62617547.00	Thriller/Suspense
Mar 24, 2017	2017	Life	Thriller/Suspense	Science Fiction	58000000.00	3146	12501936.00	30234022.00	70695644.00	100929666.00	Thriller/Suspense
Dec 8, 2017	2017	I, Tonya	Black Comedy	Dramatization	11000000.00	1450	264155.00	30014534.00	23782875.00	53797409.00	Comedy
Dec 22, 2017	2017	Hostiles	Western	Historical Fiction	0.00	2934	22849.00	29819114.00	5663787.00	35482901.00	Drama
Dec 25, 2017	2017	Molly’s Game	Drama	Dramatization	30000000.00	1708	2349967.00	28780744.00	24516101.00	53296845.00	Drama
Aug 11, 2017	2017	The Nut Job 2: Nutty by Nature	Adventure	Kids Fiction	40000000.00	4003	8342311.00	28370522.00	29067867.00	57438389.00	Adventure
Feb 3, 2017	2017	Rings	Horror	Contemporary Fiction	25000000.00	2931	13002632.00	27793018.00	55124265.00	82917283.00	Horror
Aug 18, 2017	2017	Logan Lucky	Comedy	Contemporary Fiction	29000000.00	3031	7600036.00	27778642.00	16485645.00	44264287.00	Comedy
Sep 8, 2017	2017	Home Again	Romantic Comedy	Contemporary Fiction	15000000.00	3036	8567881.00	27020284.00	10316777.00	37337061.00	Comedy
Jan 27, 2017	2017	Resident Evil: The Final Chapter	Action	Science Fiction	40000000.00	3104	13601682.00	26844692.00	287256498.00	314101190.00	Action
Jun 30, 2017	2017	The House	Comedy	Contemporary Fiction	40000000.00	3134	8724795.00	25584504.00	5608239.00	31192743.00	Comedy
Dec 25, 2017	2017	All the Money in the World	Thriller/Suspense	Dramatization	0.00	2123	5584684.00	25106325.00	28350314.00	53456639.00	Thriller/Suspense
Apr 7, 2017	2017	Gifted	Drama	Contemporary Fiction	7000000.00	2215	446380.00	24801212.00	12163444.00	36964656.00	Drama
Dec 22, 2017	2017	Downsizing	Comedy	Science Fiction	68000000.00	2668	4954287.00	24449754.00	24242765.00	48692519.00	Comedy
Jan 13, 2017	2017	The Bye Bye Man	Thriller/Suspense	Fantasy	7400000.00	2220	13501349.00	22395806.00	8792719.00	31188525.00	Thriller/Suspense
Sep 22, 2017	2017	Victoria and Abdul	Drama	Dramatization	0.00	1060	158845.00	22245070.00	44053661.00	66298731.00	Drama
Jun 16, 2017	2017	Rough Night	Black Comedy	Contemporary Fiction	20000000.00	3162	8004283.00	22105643.00	24738714.00	46844357.00	Comedy
Oct 6, 2017	2017	My Little Pony: The Movie	Adventure	Kids Fiction	0.00	2528	8885899.00	21885107.00	39415751.00	61300858.00	Adventure
Aug 25, 2017	2017	Ballerina	Adventure	Kids Fiction	30000000.00	2705	4730038.00	21858070.00	75049937.00	96908007.00	Adventure
Dec 25, 2017	2017	Phantom Thread	Drama	Historical Fiction	0.00	1186	216495.00	21198205.00	26212201.00	47410406.00	Drama
Feb 16, 2018	2018	Black Panther	Action	Super Hero	200000000.00	4084	202003951.00	700059566.00	648300000.00	1348359566.00	Action
Apr 27, 2018	2018	Avengers: Infinity War	Action	Super Hero	300000000.00	4474	257698183.00	678815482.00	1369988242.00	2048803724.00	Action
Jun 15, 2018	2018	Incredibles 2	Adventure	Kids Fiction	200000000.00	4413	182687905.00	608581744.00	634000000.00	1242581744.00	Adventure
Jun 22, 2018	2018	Jurassic World: Fallen Kingdom	Action	Science Fiction	170000000.00	4485	148024610.00	417719760.00	888053039.00	1305772799.00	Action
May 18, 2018	2018	Deadpool 2	Action	Super Hero	110000000.00	4349	125507153.00	324591735.00	443000000.00	767591735.00	Action
Dec 21, 2018	2018	Aquaman	Action	Super Hero	160000000.00	4184	67873522.00	320012240.00	775200000.00	1095212240.00	Action
Nov 9, 2018	2018	Dr. Seuss’ The Grinch	Adventure	Kids Fiction	75000000.00	4141	67572855.00	270425640.00	239369738.00	509795378.00	Adventure
Jul 27, 2018	2018	Mission: Impossible—Fallout	Action	Contemporary Fiction	178000000.00	4395	61236534.00	220159104.00	567331505.00	787490609.00	Action
Jul 6, 2018	2018	Ant-Man and the Wasp	Action	Super Hero	130000000.00	4206	75812205.00	216648740.00	406500000.00	623148740.00	Action
May 25, 2018	2018	Solo: A Star Wars Story	Adventure	Science Fiction	250000000.00	4381	84420489.00	213767512.00	179383835.00	393151347.00	Adventure
Oct 5, 2018	2018	Venom	Action	Super Hero	116000000.00	4250	80255756.00	213511408.00	640117197.00	853628605.00	Action
Nov 2, 2018	2018	Bohemian Rhapsody	Drama	Dramatization	55000000.00	4000	51061119.00	207251373.00	611300000.00	818551373.00	Drama
Oct 5, 2018	2018	A Star is Born	Drama	Contemporary Fiction	36000000.00	3904	42908051.00	207174984.00	204267941.00	411442925.00	Drama
Nov 21, 2018	2018	Ralph Breaks The Internet	Adventure	Kids Fiction	175000000.00	4017	56237634.00	196436779.00	277200000.00	473636779.00	Adventure
Apr 6, 2018	2018	A Quiet Place	Horror	Contemporary Fiction	17000000.00	3808	50203562.00	188024361.00	146498207.00	334522568.00	Horror
Aug 15, 2018	2018	Crazy Rich Asians	Romantic Comedy	Contemporary Fiction	30000000.00	3865	26510140.00	174532921.00	63761547.00	238294468.00	Comedy
Dec 14, 2018	2018	Spider-Man: Into The Spider-Verse 3D	Adventure	Super Hero	90000000.00	3813	35363376.00	171996069.00	169542821.00	341538890.00	Adventure
Jul 13, 2018	2018	Hotel Transylvania 3: Summer Vacation	Adventure	Kids Fiction	65000000.00	4267	44076225.00	167500092.00	360604156.00	528104248.00	Adventure
Dec 19, 2018	2018	Mary Poppins Returns	Musical	Kids Fiction	130000000.00	4090	23523121.00	166771840.00	153535752.00	320307592.00	Concert/Musical
Oct 19, 2018	2018	Halloween	Horror	Contemporary Fiction	10000000.00	3990	76221545.00	159342015.00	93797291.00	253139306.00	Horror
Nov 16, 2018	2018	Fantastic Beasts: The Crimes of Grind…	Adventure	Fantasy	200000000.00	4163	62163104.00	159215088.00	491609256.00	650824344.00	Adventure
Aug 10, 2018	2018	The Meg	Action	Science Fiction	178000000.00	4118	45402195.00	145443742.00	384165032.00	529608774.00	Action
Jun 8, 2018	2018	Ocean’s 8	Action	Contemporary Fiction	70000000.00	4145	41607378.00	140218711.00	156898279.00	297116990.00	Action
Mar 29, 2018	2018	Ready Player One	Adventure	Science Fiction	150000000.00	4234	41769050.00	137690172.00	441599964.00	579290136.00	Adventure
Dec 21, 2018	2018	Bumblebee	Adventure	Science Fiction	102000000.00	3597	21654047.00	122833188.00	316970730.00	439803918.00	Adventure
Jul 20, 2018	2018	Mamma Mia: Here We Go Again!	Musical	Contemporary Fiction	0.00	3514	34952180.00	120634935.00	271809274.00	392444209.00	Concert/Musical
Sep 7, 2018	2018	The Nun	Horror	Contemporary Fiction	0.00	3876	53807379.00	117450119.00	246232018.00	363682137.00	Horror
Nov 21, 2018	2018	Creed II	Drama	Contemporary Fiction	50000000.00	3752	35574710.00	115485170.00	76037200.00	191522370.00	Drama
Feb 9, 2018	2018	Peter Rabbit	Adventure	Kids Fiction	50000000.00	3725	25010928.00	115234093.00	231900455.00	347134548.00	Adventure
Jul 20, 2018	2018	The Equalizer 2	Action	Contemporary Fiction	77000000.00	3388	36011640.00	102084362.00	88394854.00	190479216.00	Action
Dec 14, 2018	2018	The Mule	Drama	Dramatization	50000000.00	3329	17509431.00	101092862.00	14600000.00	115692862.00	Drama
Apr 13, 2018	2018	Rampage	Action	Science Fiction	120000000.00	4115	35753093.00	101028233.00	327066145.00	428094378.00	Action
Mar 9, 2018	2018	A Wrinkle in Time	Adventure	Fantasy	103000000.00	3980	33123609.00	100478608.00	32923274.00	133401882.00	Adventure
Feb 9, 2018	2018	Fifty Shades Freed	Drama	Contemporary Fiction	55000000.00	3768	38560195.00	100407760.00	270942859.00	371350619.00	Drama
Aug 3, 2018	2018	Christopher Robin	Adventure	Kids Fiction	75000000.00	3602	24585139.00	99215042.00	98400000.00	197615042.00	Adventure
Mar 16, 2018	2018	I Can Only Imagine	Drama	Dramatization	7000000.00	2894	17108914.00	83482352.00	1965217.00	85447569.00	Drama
Sep 28, 2018	2018	Smallfoot	Adventure	Kids Fiction	80000000.00	4131	23045635.00	83240103.00	130462516.00	213702619.00	Adventure
Sep 28, 2018	2018	Night School	Comedy	Contemporary Fiction	29000000.00	3019	27257615.00	77339130.00	25661689.00	103000819.00	Comedy
Jul 4, 2018	2018	The First Purge	Horror	Contemporary Fiction	13000000.00	3038	17374280.00	69488745.00	67157795.00	136646540.00	Horror
Feb 23, 2018	2018	Game Night	Comedy	Contemporary Fiction	37000000.00	3502	17005332.00	69179066.00	48200000.00	117379066.00	Comedy
May 18, 2018	2018	Book Club	Comedy	Contemporary Fiction	10000000.00	3169	13582231.00	68566296.00	21126101.00	89692397.00	Comedy
Sep 21, 2018	2018	The House with a Clock in its Walls	Horror	Fantasy	40000000.00	3592	26608020.00	68549695.00	57785558.00	126335253.00	Horror
Jul 13, 2018	2018	Skyscraper	Action	Contemporary Fiction	125000000.00	3822	24905015.00	68420120.00	235695414.00	304115534.00	Action
Jan 5, 2018	2018	Insidious: The Last Key	Horror	Contemporary Fiction	10000000.00	3150	29581355.00	67745330.00	100140258.00	167885588.00	Horror
Nov 16, 2018	2018	Instant Family	Comedy	Contemporary Fiction	48000000.00	3426	14504315.00	67363237.00	21620739.00	88983976.00	Comedy
Apr 6, 2018	2018	Blockers	Comedy	Contemporary Fiction	21000000.00	3418	20556350.00	60311495.00	33733833.00	94045328.00	Comedy
Mar 23, 2018	2018	Pacific Rim: Uprising	Action	Science Fiction	155000000.00	3708	28116535.00	59874525.00	231055623.00	290930148.00	Action
Mar 16, 2018	2018	Tomb Raider	Action	Contemporary Fiction	90000000.00	3854	23633317.00	58250803.00	215227270.00	273478073.00	Action
Jan 26, 2018	2018	Maze Runner: The Death Cure	Thriller/Suspense	Science Fiction	61000000.00	3793	24167011.00	58032443.00	207846093.00	265878536.00	Thriller/Suspense
Nov 2, 2018	2018	The Nutcracker and the Four Realms	Adventure	Fantasy	132900000.00	3766	20352491.00	54858851.00	115764231.00	170623082.00	Adventure
Jun 15, 2018	2018	Tag	Comedy	Contemporary Fiction	28000000.00	3382	14947396.00	54730625.00	22296014.00	77026639.00	Comedy
Sep 14, 2018	2018	A Simple Favor	Thriller/Suspense	Contemporary Fiction	20000000.00	3102	16011689.00	53548586.00	43618339.00	97166925.00	Thriller/Suspense
May 11, 2018	2018	Life of the Party	Comedy	Contemporary Fiction	30000000.00	3656	17886075.00	53059911.00	12700000.00	65759911.00	Comedy
Nov 16, 2018	2018	Green Book	Drama	Dramatization	28900000.00	2648	320429.00	52774331.00	10986164.00	63760495.00	Drama
Sep 14, 2018	2018	The Predator	Action	Science Fiction	88000000.00	4070	24632284.00	51024708.00	108470309.00	159495017.00	Action
May 4, 2018	2018	Overboard	Romantic Comedy	Contemporary Fiction	12000000.00	2006	14711101.00	50316123.00	35053707.00	85369830.00	Comedy
Jun 29, 2018	2018	Sicario: Day of the Soldado	Action	Contemporary Fiction	35000000.00	3055	19007566.00	50065850.00	25819346.00	75885196.00	Action
Apr 20, 2018	2018	I Feel Pretty	Comedy	Contemporary Fiction	32000000.00	3440	16030218.00	48795601.00	42760457.00	91556058.00	Comedy
Aug 10, 2018	2018	BlacKkKlansman	Thriller/Suspense	Dramatization	15000000.00	1914	10845330.00	48686605.00	41038202.00	89724807.00	Thriller/Suspense
Mar 2, 2018	2018	Red Sparrow	Thriller/Suspense	Contemporary Fiction	69000000.00	3064	16853422.00	46874505.00	99077356.00	145951861.00	Thriller/Suspense
May 11, 2018	2018	Breaking In	Thriller/Suspense	Contemporary Fiction	6000000.00	2537	17630285.00	46840590.00	4548407.00	51388997.00	Thriller/Suspense
Oct 12, 2018	2018	Goosebumps 2: Haunted Halloween	Horror	Kids Fiction	35000000.00	3723	15802225.00	46697321.00	46574189.00	93271510.00	Horror
Jan 19, 2018	2018	12 Strong	Drama	Historical Fiction	35000000.00	3018	15815025.00	45819713.00	25298665.00	71118378.00	Drama
Jan 19, 2018	2018	Den of Thieves	Action	Contemporary Fiction	30000000.00	2432	15206108.00	44947622.00	34475295.00	79422917.00	Action
Oct 12, 2018	2018	First Man	Drama	Dramatization	60000000.00	3640	16006065.00	44936545.00	55671944.00	100608489.00	Drama
Jun 8, 2018	2018	Hereditary	Horror	Contemporary Fiction	10000000.00	2998	13575173.00	44069456.00	26048945.00	70118401.00	Horror
Mar 30, 2018	2018	Acrimony	Thriller/Suspense	Contemporary Fiction	20000000.00	2006	17170707.00	43549096.00	3078740.00	46627836.00	Thriller/Suspense
Mar 23, 2018	2018	Sherlock Gnomes	Adventure	Kids Fiction	59000000.00	3662	10604774.00	43242871.00	44284780.00	87527651.00	Adventure
Dec 25, 2018	2018	Vice	Comedy	Dramatization	60000000.00	2534	7768371.00	43231884.00	8320000.00	51551884.00	Comedy
Jun 29, 2018	2018	Uncle Drew	Comedy	Contemporary Fiction	0.00	2742	15242781.00	42469946.00	4057215.00	46527161.00	Comedy
Nov 16, 2018	2018	Widows	Thriller/Suspense	Contemporary Fiction	40000000.00	2803	12361307.00	42366843.00	31481635.00	73848478.00	Thriller/Suspense
Apr 13, 2018	2018	Truth or Dare	Thriller/Suspense	Contemporary Fiction	3500000.00	3068	18667855.00	41411015.00	53716617.00	95127632.00	Thriller/Suspense
Jan 12, 2018	2018	Paddington 2	Adventure	Kids Fiction	0.00	3702	11001961.00	40891591.00	152704112.00	193595703.00	Adventure
Mar 16, 2018	2018	Love, Simon	Drama	Contemporary Fiction	10000000.00	2434	11756244.00	40826341.00	24694292.00	65520633.00	Drama
Dec 21, 2018	2018	Second Act	Comedy	Contemporary Fiction	15700000.00	2607	6489983.00	38508419.00	24100000.00	62608419.00	Comedy
Jan 12, 2018	2018	The Commuter	Action	Contemporary Fiction	40000000.00	2892	13701452.00	36343858.00	65641573.00	101985431.00	Action
Feb 9, 2018	2018	The 15:17 to Paris	Drama	Dramatization	30000000.00	3042	12554286.00	36276286.00	19819914.00	56096200.00	Drama
Aug 17, 2018	2018	Mile 22	Action	Contemporary Fiction	35000000.00	3520	13710825.00	36108758.00	30193579.00	66302337.00	Action
Aug 17, 2018	2018	Alpha	Adventure	Historical Fiction	0.00	2881	10352512.00	35851379.00	63777457.00	99628836.00	Adventure
Sep 7, 2018	2018	Peppermint	Action	Contemporary Fiction	25000000.00	2980	13423255.00	35418723.00	16398196.00	51816919.00	Action
Mar 2, 2018	2018	Death Wish	Action	Contemporary Fiction	30000000.00	2882	13010267.00	34017028.00	14559351.00	48576379.00	Action
Aug 3, 2018	2018	The Spy Who Dumped Me	Comedy	Contemporary Fiction	0.00	3111	12103043.00	33562069.00	43547888.00	77109957.00	Comedy
Feb 23, 2018	2018	Annihilation	Thriller/Suspense	Science Fiction	55000000.00	2112	11071584.00	32732301.00	10338614.00	43070915.00	Thriller/Suspense
Mar 23, 2018	2018	Isle of Dogs	Comedy	Kids Fiction	0.00	1947	1620294.00	32015231.00	26445183.00	58460414.00	Comedy
Nov 2, 2018	2018	Nobody’s Fool	Drama	Contemporary Fiction	19000000.00	2468	13743111.00	31713110.00	658091.00	32371201.00	Drama
Jun 1, 2018	2018	Adrift	Drama	Dramatization	35000000.00	3015	11603039.00	31445011.00	26454031.00	57899042.00	Drama
Nov 21, 2018	2018	Robin Hood	Action	Historical Fiction	99000000.00	2939	9195670.00	30824628.00	52813092.00	83637720.00	Action
Apr 20, 2018	2018	Super Troopers 2	Comedy	Contemporary Fiction	0.00	2125	15181624.00	30617396.00	958239.00	31575635.00	Comedy
Aug 10, 2018	2018	Slender Man	Horror	Contemporary Fiction	0.00	2358	11371866.00	30564825.00	21158963.00	51723788.00	Horror
Dec 25, 2018	2018	Holmes & Watson	Comedy	Historical Fiction	42000000.00	2780	7411522.00	30454468.00	9158512.00	39612980.00	Comedy
Jul 27, 2018	2018	Teen Titans Go! To The Movies	Adventure	Kids Fiction	10000000.00	3188	10411189.00	29790236.00	21830537.00	51620773.00	Adventure
Oct 5, 2018	2018	The Hate U Give	Drama	Contemporary Fiction	0.00	2375	512035.00	29719483.00	2734808.00	32454291.00	Drama
Nov 23, 2018	2018	The Favourite	Drama	Dramatization	0.00	1554	422410.00	27532605.00	26600000.00	54132605.00	Drama
Aug 24, 2018	2018	Searching	Thriller/Suspense	Contemporary Fiction	0.00	2009	388769.00	26015149.00	49357236.00	75372385.00	Thriller/Suspense
Feb 2, 2018	2018	Winchester	Thriller/Suspense	Dramatization	3500000.00	2480	9307626.00	25091816.00	19286224.00	44378040.00	Thriller/Suspense
Mar 9, 2018	2018	The Strangers: Prey at Night	Horror	Dramatization	0.00	2464	10402271.00	24431472.00	5528859.00	29960331.00	Horror
Sep 14, 2018	2018	White Boy Rick	Drama	Dramatization	30000000.00	2504	8860431.00	24004833.00	1118294.00	25123127.00	Drama
Jun 8, 2018	2018	Won’t You Be My Neighbor?	Documentary	Factual	0.00	893	475419.00	22835787.00	9812.00	22845599.00	Documentary
Dec 25, 2018	2018	On the Basis of Sex	Drama	Dramatization	0.00	1957	686355.00	21815667.00	872420.00	22688087.00	Drama
Nov 9, 2018	2018	Overlord	Action	Historical Fiction	0.00	2859	10202108.00	21704844.00	17473345.00	39178189.00	Action
