AcresBurned	Year	month	Location	Name
680	2017	09	Indian Peak Rd and Usona Rd, 9 miles southeast of Mariposa	Peak Fire
670	2017	06	Highland Ave and City Creek Road, Highland	Mart Fire
630	2017	06	off Ben Hur Road and Silver Bar Road	Ben Fire
562	2017	06	Hwy 139 south of Newell, east of Tule Lake	Battle Fire
545	2017	08	Misa Canyon Road and Bluff Street	Mias Fire
530	2017	08	Ash Valley, 6 miles west of Madeline	W-2 Fire
506	2017	05	Round Mountain Road and Amaya Court, north of Lake Ming	Ming Fire
486	2017	05	Camp Pendleton, north of India Training Area	Deluz Fire
469	2017	07	Highway 3 & Fay Lane, south of Etna	Fay Fire
460	2017	08	Off Hwy 58 & Red Hill Rd, east of Wilson Corner	Red Fire
460	2017	07	off Greenspot Rd and Santa Ana Canyon Rd, Highland	Bridge Fire
450	2017	06	off South Monterey Ave. & W South Ave., near Tranquillity 	Monterey Fire
444	2017	09	Rucker Rd and Purisima Rd, 2 miles north east of Lompoc	Rucker Fire
429	2017	09	Road 29 & Road 26, southwest of Raymond	Eastman Fire
426	2017	10	3 miles northeast of Ice House Reservoir	Table Fire
422	2017	12	N Sepulveda Blvd at I-405	Skirball Fire
416	2017	07	off Strathmore Rd, community of Lindsay	Elephant Fire
410	2017	07	off Hwy 139, 7 miles North of Tionesta	Dode Fire
400	2017	07	I-8 and Old Hwy 80, Community of Lakeside	Jennings Fire
400	2017	05	off Sonoma Ave & Cerini Ave, west of Helm 	Sonoma Fire
392	2017	08	Off Hwy 49 & Pleasant Valley Rd, south of North San Juan  	Pleasant Fire
391	2017	10	Bear Canyon Road and Deer Creek Road in Boulder Creek, CA	Bear Fire
380	2017	04	Likely, 15 Miles south of Alturas	West Fire
370	2017	11	Hwy 395, north of Hwy 108, Walker Watershed, south of Walker	Chris Fire
370	2017	07	Springwood Ct. & California St, Rodeo	Willow Fire
357	2017	06	Off Los Gatos Creek Rd, west of Derrick	Creek Fire
340	2017	07	Huer Huero Road, east of Santa Margarita	Stone Fire
339	2017	06	off of Dinely Drive in Three Rivers, northeast of Lake Kaweah	Dinely Fire
338	2017	08	I-5 Freeway and Grapevine Rd, north of the Grapevine	Rose Fire
325	2017	08	Bryant Street at Hwy 38, City of Yucaipa	Bryant Fire
319	2017	07	Orleans Rd, Six River National Forest	Marble Fire
300	2017	12	Los Alamos Rd & Liberty Rd, city of Murrieta	Liberty Fire
288	2017	05	Hwy 178 and Mira Monte Drive, 2 miles southeast of Lake Ming	Bravo Fire
260	2017	12	University Pkwy. and Varsity Ave., San Bernardino City	Little Mountain Fire
255	2017	07	off of Hwy 79, 4 miles north of Warner Springs	Lost Fire
245	2017	09	Huasna Townsite Rd & Huasna Rd, Huasna	Huasna Fire
237	2017	09	Hwy 33 & Shell Rd, north of Coalinga	Murphy Fire
236	2017	07	South Shingle Rd at Michigan Bar Rd, northeast of Rancho Murieta	Largo Fire
231	2017	07	Deer Valley Road & Marsh Creek Road, west of Brentwood	Deer Complex
225	2017	07	off Hwy 49 and Allred Road, south of Mariposa	Spring Fire
225	2017	05	off of Hwy 1 & Range Rd, northeast of San Luis Obispo 	Camp Fire
225	2017	05	off of Soda Lake	Arrow Fire
206	2017	06	5 miles south of Lake Isabella	Bodfish Fire
205	2017	07	Off Tin Mine Rd & La Sierra Ave, near Lake Mathews	Eagle Fire
200	2017	09	Skeleton Glade, 5 miles east of Lake Pillsbury 	Skeleton Fire
200	2017	08	Range Road and Cromwell Avenue, Camp Parks Dublin, National Guard Reserve Forces Training Center	Range Fire
200	2017	08	Royal Willie Road and La Posta Road, Community of Campo	Eclipse Fire
200	2017	07	Off Amorose St, in the community of Lake Elsinore	Rose Fire
194	2017	10	North Rim of the Mill Creek drainage, east of Los Molinos	Tehama Fire
190	2017	05	Wasioja Road and Hwy 166, east of New Cuyama 	Wasioja Fire
186	2017	08	Tollgate Creek and Oakland Camp Road, north of Quincy	Toll Fire
186	2017	06	Jensen Ave at Ohio Ave, Mendota	Wild Fire
184	2017	10	Bena Road, east of Bakersfield	Rolling Fire
183	2017	10	off Hwy 223, east of Arvin 	Quarry Fire
180	2017	07	off of Laverne Ln & Saddle Trail, 6 miles southeast of Redding	Laverne Fire
170	2017	07	off High Rd & Santa Rosa Rd, Lucerne Valley	High Fire
168	2017	08	Lambs Canyon Road and Gilman Springs Road, Community of Gilman Springs	Hills Fire
168	2017	06	Off Highway 395 & Scott Rd, east of Loyalton	Evans Fire
166	2017	07	off of Palermo Honcut Hwy, Honcut	Honcut Fire
157	2017	08	off Termo Grasshopper Rd., northwest of Ravendale	Peg Fire
157	2017	06	off of Road 29, north of Ave 26, east of Chowchilla	26 Fire
155	2017	09	Off Corral Hollow Road, South of Tracy	Corral Fire
155	2017	07	Lakeview Dr. at Lake Ridge Rd., Pleasant Valley, 3 miles west of Dorris	Hill Fire
153	2017	06	Reche Canyon Road near Haugen Drive, north of Moreno Valley	Smiley Fire
150	2017	10	Honey Run Rd & Merlin Ln, southwest of Paradise 	Honey Fire
150	2017	07	Highway 41 Northeast of Highway 46	Olive Fire
150	2017	06	off of Lucy Brown Rd, south of Hwy 41	Lucy Fire
150	2017	05	off of Hwy 41 and Ave 11, north of Fresno	41 Fire
150	2017	04	Cleghorn Road, east of I-15, north of the community of Devore	Tower Fire
148	2017	10	off of County Line Creek Rd, near the community of Mad River	River Fire
146	2017	09	Off Hwy 101 & Crawford Ranch Rd, Hopland	Grape Fire
143	2017	09	Humboldt Rd and Soda Springs Rd, 14 miles NE Forest Ranch	Soda Fire
140	2017	07	Ranch Camp Rd, Mt. Aukum	Ranch Fire
136	2017	09	off French Creek Rd near Bonnetti Rd, south of the community of Shingle Springs	French Fire
135	2017	07	Gorman School Rd at I-5, Gorman, Los Angeles County	Gorman Fire
135	2017	06	Off of Hot Springs Road, west of the community of California Hot Springs	King Fire
134	2017	06	off Skyway and Hwy 99, east of Chico	Skyway Fire
130	2017	10	Hwy 26 and Higdon Rd., West Point	Point Fire
130	2017	09	near Hwy 94/Marron Valley Rd in the community of Dulzura.	Border Fire
130	2017	05	Off Highway 41, north of Cholame	Olive Fire
128	2017	07	off Oak Run Rd and Pierce Hollow Rd, east of Redding	Oak Fire
126	2017	04	Panoche Rd, 5 miles west of I-5	Tumey Fire
125	2017	08	Merced Falls Rd and Coronado Rd in Lake McClure	Coronado Fire
124	2017	07	Twist Road south of Algerine Road, Jamestown	Twist Fire
122	2017	08	Stewart Rd at Woodson Rd in Moreno Valley	Stewart Fire
120	2017	09	Santa Margarita Lake Rd. and W. Pozo Rd., 7 miles SE of Santa Margarita	Margarita Fire
120	2017	05	Lamb Canyon & Dump Road, north of Hemet 	Lamb Fire
117	2017	07	Jesus Maria Road and Music Gulch Road, Mokelumne Hill 	Maria Fire
116	2017	10	off Fallon Road 3 miles East of Dublin 	Fallon Fire
114	2017	08	Hwy 128 and Sage Canyon Rd near Lake Berryessa	Canyon Fire
111	2017	08	Oak Flat Lane and Sales Creek Rd., 5 miles south of Tollhouse 	Flat Fire
111	2017	06	Lone Tree Rd & Cox Ln, south of Oroville	Lone Fire
105	2017	09	near Cal Poly	Poly Fire
105	2017	06	Banning	Canyon Fire
103	2017	07	Humboldt Rd & Hwy 32, 2 miles east of Chico 	Humboldt Fire
102	2017	08	Mendota Road and Interstate 5, 12 miles north of Coalinga	Coalinga Fire
101	2017	07	Lariat Lane and Claitor Way, 6 miles northeast of San Jose	Lariat Fire
100	2017	10	off Highway 94 and Church Rd, Campo Indian Reservation 	Church Fire
100	2017	10	east side of Highway 12 near the Oakmont community	Oakmont Fire (Central LNU Complex)
100	2017	10	off Hwy 20 & Long Valley Rd, 5 miles east of Clearlake Oaks	Long Fire
100	2017	10	Timm Rd and Peaceful Glen Rd, 5 miles north of Vacaville 	Timm Fire
100	2017	09	Ballybunion Ct, Gilroy	Bally Fire
100	2017	09	Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga	Parkfield Fire
100	2017	08	Hale Ave and Tilton Ave in Morgan Hill	Tilton Fire
100	2017	07	Hwy 18 x Old Waterman Canyon Rd., 1 mile south of Crestline	Mile Fire
99	2017	11	Off Oak Glen Rd and Pine Bench Rd, east of Oak Glen	Oak Fire
92	2017	08	Reed Valley Rd. and Forest Route 7S04 in Aguanga	Reed Fire
91	2017	07	off Auberry Rd, north of Clovis	Auberry Fire
91	2017	06	Wilbur rd, north of Oroville Dam blvd    	Wilbur Fire
90	2017	07	Road 29 and Ave 24, near Daulton	Daulton Fire
87	2017	10	Bartlett Springs, community of Clearlake	Ridge Fire
86	2017	10	off Hwy 33 & Casitas Vista Rd	Vista Fire
85	2017	08	Marlborough ave and Northgate street	Marlborough Fire
85	2017	08	Off Alderpoint Rd & Lower Sawmill Rd, east of Garberville	Saw Fire
85	2017	07	off Hwy 330 & Old City Creek Rd, southwest of Running Springs	Dollar Fire
85	2017	06	Off Grant Road, Mt. Hamilton, east of San Jose	Ranch Fire
82	2017	08	Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley	Country Fire
81	2017	10	Loma Range 217, Camp Pendleton	Loma Fire
80	2017	12	off Hwy 395, south of Gardnerville in Nevada	Holiday Fire
79	2017	09	Hwy 89, ¼ mile north of Crescent Mills	Mills File
79	2017	05	off Avenue 56 & Road 256, 2 miles east of Ducor	Fountain Fire 
78	2017	07	off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy	Castro Fire
78	2017	06	off of Spring Branch Rd, 7 miles east of Cottonwood	Spring Fire 
76	2017	10	McCourtney Rd and Hwy 20, Grass Valley	McCourtney Fire (Wind Complex)
76	2017	06	near Tivy Mountain	Tivy Fire
74	2017	09	Linne Rd x Geneseo Rd, east of Paso Robles	Linne Fire
74	2017	07	Axel Ct & Barrister Ct, Rescue	Axel Fire
74	2017	07	Hwy 38, west of Bryant St.	Bryant Fire
73	2017	10	Lynch Canyon Road and Interlake Road, north of Lake Nacimiento	Lynch Fire
72	2017	07	off of Mc Pherson Road, Perris	Ellis Fire
70	2017	08	Hwy 58 near Camatta Creek Rd, east of Santa Margarita	Camatta Fire
70	2017	07	Sand Creek Rd, west of Arbuckle	Sand Fire
70	2017	07	San Felipe Road and Metcalf Road, 8 miles northeast of Morgan Hill	Felipe Fire
70	2017	05	Interstate 5 and Manning Avenue, north of Coalinga	Manning Fire
69	2017	08	Hwy 180 from Hills Valley to Ruth Hill	Hill Fire
68	2017	06	off Clay East Rd, east of Herald	Clay Fire
67	2017	06	east of Hwy 395, Doyle	River Fire
65	2017	06	Off Sonora Rd & Orange Blossom Rd, east of Oakdale	Orange Fire
63	2017	07	Placentia Ave. at Eureka St, Nuevo	Placentia Fire
63	2017	06	west of  Westfall Road and north of Whiterock Road	Westfall Fire
62	2017	08	Montezuma Valley Rd., near the Community of Borrego Springs.	Montezuma Fire
62	2017	08	Bottle Rock Rd and Highway 29 in Kelseyville	Bottle Fire
62	2017	07	Off Hwy 132 & Lake Rd	Lake Fire
60	2017	06	Hwy 36 West, off Tedoc Roadd, west of Platina	Bolla Fire
59	2017	07	off Balch Park Rd & Bear Creek Dr, 4 miles north of Springville 	Fox Fire
59	2017	07	Quail Oaks Rd. and Oak Hill Dr. near Valley Springs 	Quail Fire
58	2017	10	Elwood Road and Silver Lane, northwest of Squaw Valley	Silver Fire
58	2017	09	Elk Mountain Rd, west of Lake Pillsbury	Slides Fire
58	2017	07	off of Hogback Rd and Whitaker Forest Dr, Badger	Hogback Fire
58	2017	07	off northbound Hwy 101, near the Cuesta Grade	Tower Fire
57	2017	07	Live Oak Road, Community of Ridgway, west of Red Bluff	Live Fire
57	2017	07	Ashland and Riverbend Ave, Sanger City	Freedom Fire
56	2017	06	Ager Beswick Rd. and Crest Ln. south of Copco Lake	Bogus Fire
55	2017	09	Estate Rd & John Wayne Rd, north of Vacaville	Estate Fire
55	2017	08	off of Owens Rd and Hwy 97, northeast of Dorris 	Owens Fire
55	2017	06	Off Topanga Canyon & Pacific Coast Hwy in Malibu	Topanga Fire
54	2017	08	West of Dunsmuir	Bradley Fire
54	2017	08	Bradley Ridge, City of Dunsmuir 	Bradley Fire
54	2017	06	Off Quimby Rd, west of Grant Ranch Park, East San Jose	Quimby Fire
51	2017	07	Weller Rd and Calaveras Rd, 3 miles east of Milpitas	Weller Fire
50	2017	10	Hwy 58 and Keene Ranch Rd, community of Keene	Tank Fire
50	2017	10	Lambs Canyon Road & Gilman Springs Road, Gilman Springs	Extension Fire
50	2017	10	off Mount Wilson Circle near the Mount Wilson Observatory 	Wilson Fire
50	2017	09	Skyline Rd and Skeggs Point, 3 miles west of Woodside	Skeggs Fire
50	2017	08	Old State Rd & Dollar Rd, Wofford Heights	Calgary Fire
50	2017	07	Zaca Station Road and Foxen Canyon Road, north of Los Olivos	Mesa Fire
50	2017	07	Camp Far West Rd & Wichita Way, east of Olivehurst	West Fire
50	2017	07	off Hwy 101 & Camarillo Springs Rd, Camarillo Springs	Grade Fire
50	2017	07	Lake Perris State Recreation Area, Moreno Valley (Riverside County)	Lago Fire
50	2017	06	Hwy. 76 & College Blvd., Oceanside, Camp Pendleton	Douglas Fire
48	2017	09	off Arburua Road and I-5, southwest of Los Banos	Power Fire
48	2017	05	off Avenue 64 and Las Serenas Street	Serenas Fire
47	2017	11	Airline Hwy and Bitterwater Road	Bitterwater Fire
47	2017	07	off Zenon Way, Nipomo 	Zenon Fire
46	2017	08	Highway 74 and South Main Divide, 2 miles southwest of Lake Elsinore	Canyon Fire
46	2017	07	Hwy 330, 1 mile north of Highland 	Hidden Fire
46	2017	06	Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook 	Whitepine Fire
45	2017	12	Mission Inn Ave. and Redwood Dr., Riverside	Riverbottom Fire
45	2017	10	near 3055  West Pozo Rd	Pozo Fire
45	2017	04	Grace Resort Rd and Bluebush Way, 2 miles SE of the Community of Shingletown	Grace Fire
44	2017	08	Mines Road and Crane Ridge Road, 8 miles S of Livermore	Mines Fire
43	2017	11	Roser Rd & Sour Grass Rd, 6 miles NW of Orland	Roser Fire
43	2017	09	off of Hwy 198 and Pine Valley, east of San Lucas	Pine Fire
42	2017	06	off San Lucas Rd and Martinez Rd	Lockwood Fire
42	2017	06	Off Paskenta Rd, west of Red Bluff	Paskenta Fire
42	2017	06	Off Hwy 395, south of Alturas	Jones Fire
41	2017	08	Wards Fork south of Donomore Meadows near the Oregon border.	Ward Fire
41	2017	06	Stokes Rd. and Mulholland Dr in Calabasas 	Stokes Fire
41	2017	05	Sabastian Rd and Wheeler, southeast of Arvin 	Feed Fire
40	2017	12	Riverdale Place and Lakeview Ave, Santa Ana Riverbed 	Riverdale Fire
40	2017	11	Off Palm Dr & 20th Ave, Desert Hot Springs	Palm Fire
40	2017	10	Interstate 15 and Interstate 210, Rancho Cucamonga	Freeway Fire
40	2017	10	off of Argonaut Trail and Dry Creek Rd, Jones Valley	Jones Fire
40	2017	09	Todd Ct and Brick Dr, east of Lake Isabella	Lakewood Fire
40	2017	09	off Low Divide Rd, west of Rockland	Hole Fire
40	2017	08	Tish Tang Road and Hostler, Hoopa	Translator Fire
40	2017	08	Hwy 36 and Vestal Road, west of Red Bluff	Vestal Fire
40	2017	07	Hwy 29 and Agua Dulce, 3 miles south of Lower lake	Murphy Fire
40	2017	07	off Reservation Rd and Blanco Rd, east of the city of Marina	Reservation Fire
39	2017	09	On Table Mountain, west of Table Mountain Road and Chicken Ranch Road, Jamestown	Table Fire
39	2017	07	Spenceville Rd & Monarch Trail Dr, Wheatland	Spenceville Fire
39	2017	06	off of I-80 and Sonoma Blvd,  Vallejo	Toll Fire
38	2017	06	off San Geronimo Ridge Road and Pine Mountain Fire Road, south of Woodacre 	Pine Fire
38	2017	06	Red Hills Road & Six Bit Gulch Road, 2 miles southwest of Chinese Camp	Red Fire
37	2017	10	I-5 and Turntable Bay, 7 miles NE of Shasta Lake 	Bridge Fire
36	2017	07	Banderilla Dr & Hidalgo St, north of Hayward	Banderilla Fire
36	2017	06	Off Black Canyon Rd & Mesa Grande Rd, Ramona	Black Fire
35	2017	09	Hy 74 and Melba Avenue	Melba Fire
35	2017	07	Point Reyes - Petaluma Road, Petaluma	Spaletta Fire
35	2017	07	Off Van Buren Bl & Jurupa Rd in Jurupa Valley	Jurupa Fire
35	2017	06	off Hwy 16 & Latrobe Rd, east of White Rock (Sacramento County)	Latrobe Fire
35	2017	06	Breckenridge Rd and Comanche Dr., 5 miles east of Bakersfield 	Breckenridge Fire
35	2017	05	Reche Canyon Road and Smiley Boulevard	Smiley Fire
34	2017	12	near the Hwy 15 and Hwy 215 junction, near Glen Helen Regional Park 	Meyers Fire
34	2017	09	Ellie Way and El Toro Road, Lake Elsinore	Ellie Fire
34	2017	08	Miller Ranch road x Bell Springs road, 10 miles NE Leggett 	Miller Fire
34	2017	07	Off Santa Ana Valley Rd & Douglas Dr, Hollister	Valley Fire
33	2017	07	off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow	Christmas Fire
33	2017	06	San Ignacio Road and East Benton Road, Temecula	Valley Fire
33	2017	06	off Erskine Creek Rd and Pasadena Ln, southwest of Lake Isabella	Creek Fire 
32	2017	08	North of Hwy 299, west of Del Loma	Sandy Fire
32	2017	08	Sandy Bar, Hwy 299, 4 miles east of Burnt Ranch	Sandy Fire
32	2017	07	Field Drive & Patterson Road, Community of Winchester	Washington Fire
32	2017	06	Jolon Rd and Frudden Rd, near Lockwood	Shore Fire
32	2017	06	New Pleyto Road cross of Stern st, Lockwood	Pleyto Fire
31	2017	10	off York Road and S Boundary Road, east of Monterey 	York Fire
31	2017	08	off of Highway 198 west of Parsons Road, Coalinga	Juniper Fire
31	2017	05	Red Hill Road and Schick Road, 2 miles east of Lake Isabella	Hub Fire
30	2017	08	I-5, north of Hughes Rd., 2 miles north of Lake Hughes	Castaic Fire
30	2017	08	Off Alderpoint Rd and Cemetery Rd, Blocksburg	Blocksburg Fire
30	2017	07	off Moreno Beach Dr & Locust, north of Moreno Valley	Timber Fire
29	2017	10	off Ice House Road and US-50, east of Riverton, 13 miles east of Camino	Ice Fire
29	2017	07	Benson Rd, Bowman., 11 miles northwest of Red Bluff	Benson Fire
28	2017	09	Hwy 32 and Humboldt Road, 5 miles northeast of Chico 	32 Fire
28	2017	08	4 miles east of Dorris Reservoir, east of Alturas	4-4 Fire
28	2017	06	in Tolowa Dunes State Park, 3 miles west of Smith River (Del Norte County)	Shore Fire
28	2017	06	Hansen Avenue and Nuevo Road in Nuevo	Nuevo Fire
27	2017	08	off Highway 395 and County Road 118, 16 miles north of Alturas.	4-10 Fire
27	2017	06	Off Soboba Road in San Jacinto	Vernon Fire
26	2017	09	Jasper lane and Levee road, 1 mile NE of Wheatland	Jasper Fire
26	2017	06	State Highway 74 near Trellis Lane	Trellis Fire
26	2017	06	Fairview Road & Old Morongo Road, west of Desert Hot Springs 	Fairview Fire
25	2017	10	at Wilson Road, east of San Felipe	Wilson Fire
25	2017	09	Lynch Canyon Rd & Lakeview Rd, northwest of Lake Nacimiento	Cove Fire
25	2017	09	1 mile west of Tecate Port Of Entry in Potrero	Border 9 Fire
25	2017	09	Oak Run Road and Hopper Lane, Oak Run	Hopper Fire
25	2017	06	off Sloane Canyon Road at Dehesa Road, east of El Cajon	Sloane Fire
25	2017	06	Road 400 and Road 33, 7 miles east of Madera 	Road Fire
25	2017	06	I-5, North of Lake Hughes Rd, Community of Cataic 	5 Fire
25	2017	05	Off of Ribbonwood Road and Interstate 8, east of El Cajon	Ribbonwood Fire
23	2017	10	De Portola Road east of Pauba Road, Temecula	Portola Fire
22	2017	09	Edwards Ave and Mountain Blvd, 6 miles southeast of Oakland 	Edwards Fire
22	2017	07	off Gold Strike Road and Cemetery Lane, San Andreas	Gold Fire
22	2017	06	Knoxville Rd and Eastside Rd, north end of Lake Berryessa 	Refuge Fire
21	2017	10	Off Soda Lake Rd, Carrizo Plains area 	Soda Fire
21	2017	09	Off Hwy 20 and Mule Skinner Road, east of Clearlake 	Mule Fire
21	2017	07	Globe Dr, Springville	Globe Fire
21	2017	06	off of Hwy 99 & Schlaf Dr, east of Lake Oroville 	Highway Fire
21	2017	06	Platina Road, 12 Miles West of Ono	Platina Fire
21	2017	05	Bitterwater Rd X Hwy 25, east of King City	Bitterwater Fire
20	2017	10	off of Blue Lake Blvd and Hwy 299,  east of Eureka 	Blue Fire
20	2017	10	Fort Ross Rd and Hwy 1, north of Jenner	Fort Fire
20	2017	10	off Hwy 36W and Monroe St., West Red Bluff	36 Fire
20	2017	08	Off Merced Falls Rd, northwest of Lake McClure 	Falls Fire
20	2017	07	off Piedmont Drive and Seine Avenue, Highland	Seine Fire
20	2017	07	on Cow Mountain, west of Ukiah 	Range Fire
20	2017	06	off Reed Valley Road, north of Wilson Valley Road, Community of Aguanga	Reed Fire
20	2017	06	Hwy 24, Orinda  	Fish Fire
20	2017	05	off of Hwy 41 & I-5, south of Kettleman City	City Fire
20	2017	05	Off Nacimiento Lake Drive and Bee Rock Rd., near Bradley	Nacimiento Fire
19	2017	12	off Shirleon Road and Old Banning and Idyllwild Road, Banning area	Longhorn Fire
19	2017	10	off Wolf Road and Garden Bar Rd, northwest of Higgins Corner	Garden Fire
19	2017	08	Nuevo Road and Montgomery Road	Nuevo Fire
19	2017	08	Swayback Ridge, 5 southwest of Mad River	Sway Fire
19	2017	07	10 miles east of Oakdale	Willms Fire
19	2017	06	off Campus Dr. and Moonlit Oaks Ave. in Yreka 	King Fire
19	2017	05	Fay Ranch Rd, northeast of Lake Isabella	Fay Fire
18	2017	08	Bodega Ave and Nosecchi Rd., east of Petaluma	Bodega Fire
18	2017	07	Off Lakeland Blvd & Feather River, east of Oroville 	Lakeland Fire
18	2017	05	off Panoche Rd. 4 miles W of I-5 (Fresno County). 	Panoche Fire
18	2017	05	off of Hwy 198 and Pine Valley Road, southwest of King City	Pine Fire
17	2017	10	Ramblin Road and Mount Lilac Road, 4 miles south of Bootjack	Ramblin Fire
17	2017	08	HWY 299 just south of HWY 89 near Cassel	Corner Fire
17	2017	07	Blue Sky Road, east of Bella Vista 	Sky Fire
17	2017	05	off of Rocky Creek Road and Old Abode Canyon Road, east of Atascadero	Rocky Fire
17	2017	05	Lonoak Road and Airline Road, east of King City	Lonoak Fire
17	2017	05	Highway 79, south of Dump Road, Beaumont	Canyon Fire
16	2017	06	4 miles south of Buttonwillow 	Elk Fire
16	2017	05	Big Morongo Canyon Preserve, Morongo Valley	Matz Fire
16	2017	05	off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis	Rusty Fire
15	2017	08	Round Valley Rd and Paskenta Rd in Paskenta 	Paskenta Fire 
15	2017	07	Greenhorn Access Rd, Rollins Lake (Nevada Co)	Greenhorn Fire
15	2017	07	County Road 60 and 54, Alturas	Centerville Fire
15	2017	06	Alvarado Rd and Wunpost in the community of Bradley	Alvarado Fire
15	2017	05	off Hwy 26 and Hwy 12, 4 miles SW of Mokelumne Hill	Lombardi Fire
15	2017	04	Avenue 66 and Hwy 111 near community of Mecca	66 Fire
14	2017	12	off Drum Canyon Rd, south of Los Alamos	Drum Fire
14	2017	12	off the 3500 Block of Highway 1, south east of Lompoc	Coast Fire
14	2017	07	off Desabla Powerhouse Rd and Humbug Rd, Desabla	Desabla Fire
14	2017	06	Hog Canyon Rd & Ranchita Canyon Rd, southeast of Parkfield	Hog Fire
14	2017	05	Avenue Juan Diaz and Riverside Drive, Jurupa Valley	Moraga Fire
13	2017	10	off Milton Road and Sonora Road north of Woodward Reservoir Park	Milton Fire
13	2017	07	Woodland Court, Community of Oak Hill	Woodland Fire
13	2017	07	off Rosado Rd, El Dorado Hills 	Rosado Fire
13	2017	07	Off Hwy 138 & Sawpit Canyon Rd, southwest of Silverwood Lake	Silver Fire
12	2017	09	off Pacific Heights Road, west of Palermo	Pacific Fire
12	2017	06	off of Dehesa Rd and Sloane Canyon Rd, Dehesa	Dehesa Fire
12	2017	05	Off Lucy Brown Rd, in Shandon	Shandon Fire
12	2017	04	Jameson Rd and Clay Canyon Dr., south of Corona	Jameson Fire
12	2017	12	Interstate 5 near Taglio Road, Gustine	Taglio Fire
11	2017	07	Independence Lane, 2 miles south of Geyserville	Independence Fire
11	2017	07	off Gilman Springs Rd and Alessandro Blvd., east of Moreno Valley	Lisa Fire
10	2017	10	off of Jelly Ferry Rd and I-5, north of Red Bluff	Freeway Fire
10	2017	09	Dexter Rd and Pine Lake Dr, 5 miles east of Coulterville	Dexter Fire
10	2017	09	Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake	Shaver Fire
10	2017	08	Butte Mountain road, 3 miles east of Jackson	Sandra Fire
10	2017	08	off Hwy 39 & East Fork Ave, north of Azusa	Rincon Fire
10	2017	07	off of Grizzly Hill Rd & Turnagain Arm Rd, 8 miles northeast of Nevada City	Grizzly Fire
10	2017	07	Canyon Road and China Gulch, Happy Valley	North Fire
10	2017	07	West 7th Street and Park Avenue, Perris	Navajo Fire
10	2017	07	Off Rebie way and Forbestown Rd, south east of Lake Oroville	Rebie Fire
10	2017	07	Bolo Court and David Mountain Road, south of Beaumont	Canyon Fire
10	2017	07	off Brewer Road and Conestoga Drive in Alta Sierra	Brewer Fire
10	2017	06	Manzanita Park and Roadrunner Dr., near Beaumont	Lambs Fire
10	2017	06	off Gilman Springs Road, south of Hwy 60 in Gilman Springs	Springs Fire
10	2017	06	Pine Mountain Rd., 10 miles NE of Bakersfield	Pine Fire
10	2017	06	Old Banning Idyllwild Road & Mount Edna Road, Banning	Shirleon Fire 
10	2017	05	off Hwy 20 and Escheman Ln, East of Brown	Twenty Fire
10	2017	05	10 miles West of Rosamond	Champagne Fire
10	2017	05	Ironwood Avenue and Moreno Beach Drive	Moreno Fire
10	2017	04	Highway 101 & Front Street, north of Soledad 	Soledad Fire
0	2017	10	east of Rohnert Park	Pressley Fire (Central LNU Complex)
0	2017	10	off Partrick Rd, west of Napa	Partrick Fire (Central LNU Complex)
0	2017	09	Hwy 120 and Big Oak Flat Road near Foresta	Rattlesnake Fire
0	2017	07	Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)	Clear Complex (merged into Eclipse Complex)
0	2017	07	Warner Mountain Ranger District on the Modoc National Forest	Warner Mountain Lightning
0	2017	07	Stony Creek, Orland	Creek Fire
0	2017	07	10 Miles west of Eagle Lake, Lassen National Forest	Antelope Fire
0	2017	07	Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll	Klamath Fire
0	2017	06	off Cristianitos Rd. and Talega Rd.	Cristianitos Fire
0	2017	06	14 miles west of Etna, California in the Marble Mountain Wilderness	Salmon-August Complex 
0	2017	06	Hwy 201 & Rd 36, Community of Kings River	King Incident
0	2017	05	off of San Antonio Drive and Hwy 101, Camp Roberts	Range Fire
0	2017	02	Oroville Dam, Canyon Dr. & Oroville Dam Rd, Oroville, CA 95966	Oroville Spillway 
410203	2018	07	off Highway 20 near Potter Valley, northeast of Ukiah 	Ranch Fire (Mendocino Complex)
410203	2018	07	off Highway 20 near Potter Valley, northeast of Ukiah 	Ranch Fire (Mendocino Complex)
410203	2018	07	off Highway 20 near Potter Valley, northeast of Ukiah 	Ranch Fire (Mendocino Complex)
410203	2018	07	off Highway 20 near Potter Valley, northeast of Ukiah 	Ranch Fire (Mendocino Complex)
229651	2018	07	Hwy 299 and Carr Powerhouse Rd, Whiskeytown	Carr Fire
229651	2018	07	Hwy 299 and Carr Powerhouse Rd, Whiskeytown	Carr Fire
153336	2018	11	Pulga Road at Camp Creek Road near Jarbo Gap	Camp Fire
96949	2018	11	E Street and Alfa Road Rd, South of Simi Valley	Woolsey Fire
96949	2018	11	E Street and Alfa Road Rd, South of Simi Valley	Woolsey Fire
96901	2018	07	Highway 140 and Hite Cove, near El Portal	Ferguson Fire
