AcresBurned	Year	month	Location	Name
90288	2018	06	east of Lake Berryessa	County Fire
90288	2018	06	east of Lake Berryessa	County Fire
63311	2018	09	I-5 and Lamoine, 2 miles NW of Lakehead 	Delta Fire
63311	2018	09	I-5 and Lamoine, 2 miles NW of Lakehead 	Delta Fire
48920	2018	07	Old River Rd, near Mile Marker Post 7.9, Hopland 	River Fire (Mendocino Complex)
48920	2018	07	Old River Rd, near Mile Marker Post 7.9, Hopland 	River Fire (Mendocino Complex)
48920	2018	07	Old River Rd, near Mile Marker Post 7.9, Hopland 	River Fire (Mendocino Complex)
46150	2018	08	off Gilman and Moore Creek Campground, east of Lakehead 	Hirz Fire
39387	2018	08	Big Canyon, 10 miles SW of Canby	Stone Fire
38008	2018	07	off Klamathon Road and Copco Road, south of Hornbrook	Klamathon Fire
36450	2018	08	Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness	Donnell Fire
23136	2018	08	Holy Jim Canyon, west of N. Main Divide	Holy Fire
18703	2018	07	off Whaleback Mountain and Antelope Valley Road, West of Spaulding	Whaleback Fire
15185	2018	06	Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks 	Pawnee Fire
13139	2018	07	off Highway 74 and Control Road, east of Hemet	Cranston Fire
12300	2018	06	off North Waverly Road and North Shelton Road, east of Linden	Waverly Fire
6974	2018	09	Hwy 395 & Hwy 108, Sonora Junction	Boot Fire
4564	2018	06	off Doug Road and Bonner Road, north of the community of Planada	Planada Fire
4531	2018	11	Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley	Hill Fire
4500	2018	10	Branscombe Road south of Hwy 12, Suisun City	Branscombe Fire
4064	2018	06	near the Lion Point area in the Ansel Adams Wilderness	Lions Fire
3889	2018	10	Hwy 36 and Sunriver Road, east of Red Bluff	Sun Fire
3716	2018	06	Off Hwy 36 in Paynes Creek	Lane Fire
3674	2018	08	Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa	Mill Creek 1 Fire
3380	2018	09	Charlie Canyon Rd  and Tapia Canyon Rd, Castaic	Charlie Fire
2995	2018	08	off Interstate 5 and Milham Rd, Kettleman Hills area	Five Fire
2956	2018	06	Off Apple Rd & Paskenta Rd, west of Corning	Apple Fire
2950	2018	08	Breckenridge Rd & Comanche Dr, east of Bakersfield	Tarina Fire
2883	2018	07	off Hogback and Whitney Portal Road, Alabama Hills	Georges Fire
2490	2018	09	off Butts Canyon Rd and Snell Valley Rd, southeast of Middletown	Snell Fire
2290	2018	06	Hwy 162 and Forest Hwy 7, north of Elk Creek	Chrome Fire
2225	2018	08	near Highway 46 and Turkey Flats, near Parkfield	Turkey Fire
2162	2018	08	Nelson Rd and Cherry Glen Rd, Vacaville	Nelson Fire
2100	2018	07	County Rd 40/ County Rd1, South West of Eagleville	Eagle Fire
2070	2018	02	Pleasant Valley Dam Road and Hwy 395, north of Bishop	Pleasant Fire
1900	2018	08	Hwy 299 east and Fish Hatchery rd, northeast of Burney 	Hat Fire
1756	2018	05	Interstate 5 and W Nees Ave. south of Los Banos 	Nees Fire
1751	2018	09	Kerlin Creek, west of Hyampom	Kerlin Fire
1678	2018	06	Clear Creek Rd & American Rd, west of Redding	Creek Fire
1500	2018	11	off Highway 12 and Nurse Blue Road, Suisun City	Nurse Fire
1500	2018	06	E. Perimeter Rd, Yankee training area, Camp Roberts Military Reservation	Yankee Fire
1352	2018	06	off Anthony Road and Hierba Road, North of Agua Dulce	Stone Fire
1350	2018	07	Valley of the Falls Dr & Service Road 1S08	Valley Fire
1314	2018	06	Coalinga and Airline Highway	Airline Fire
1265	2018	04	Highway 395 and Moffat Ranch Road, north of Lone Pine	Moffat Fire
1261	2018	05	off Rawson Road and Royal Netherlands Road, south of Winchester	Patterson Fire
1200	2018	07	Pass Road and W Butte Road, 9 miles northwest of Yuba City 	Butte Fire
1120	2018	09	North Fork Campground, south of Emigrant Gap	North Fire
1014	2018	08	off Highway 166 and Sierra Madre Road	Front Fire
993	2018	07	off Breckenridge Road and Tarina Ct, east of Bakersfield	Breckenridge Fire
972	2018	07	off Indian Dick Road and Mendocino Pass Road, east of Covelo	Eel Fire
962	2018	07	Bidwell Park, Upper Park Rd, Chico	Stoney Fire
856	2018	07	off Hwy 36 and Manton Rd, 10 miles NE of Red Bluff 	Dale Fire
825	2018	07	off Irish Ridge Road and Carbondale Road, southeast of Plymouth	Irish Fire
822	2018	07	off County Road 88 and County Road 29, north of Winters	Eighty Eight Fire
700	2018	08	off Sunset Blvd. West and South Brewer Rd, northwest of Roseville	Sunset Fire
668	2018	08	Old Stage Rd and White River Rd, southeast of Porterville	River Fire
650	2018	08	Dead Mans Gulch Rd and Sargents Rd, south of San Ardo	Gulch Fire
646	2018	06	off Highway 395 Southeast of Litchfield, East of Susanville	Tumbleweed Fire
640	2018	07	off I580 and Grantline Rd, Altamont Area	Grant Fire
573	2018	09	Hwy 108 and Tulloch Road, east of Oakdale	Tulloch Fire
550	2018	10	Four Junes Way and Palermo, south of Palermo 	June Fire
513	2018	06	Coalinga Road, east of Bitterwater 	Eastern Fire
504	2018	07	off I-8 & West Willows Rd, Community of Alpine	West Fire
484	2018	05	near Grant Line Rd and Mountain House Rd, Altamont Area 	Grant Fire
441	2018	06	Hyatt Ln and Standish Buntingville Rd, 5 miles east of Janesville	Hyatt Fire
400	2018	09	Metz Road and Topo Road, east of Greenfield	Metz Fire
375	2018	06	Sargents Canyon and Deadman Gulch, San Ardo Oil Fields	San Ardo
367	2018	08	off Cow Flat Road and Highway 178, west of Lake Isabella	Call Fire
365	2018	07	San Pasqual Valley Rd, west of Ramona	Pasqual Fire
360	2018	09	Lonesome Oak Ln and Bissett Station Rd, Ahwahnee	Oak Fire
347	2018	06	Midway Road and Esquon Road , 4 miles SE  of Durham	Shippee Fire
338	2018	07	Owens River Rd & Indiana Summit Rd, north of Mammoth Lakes	Owens Fire
328	2018	06	Off Bascom Rd & Hwy 44, in Millville	Bascom Fire
320	2018	07	County Club Rd & N Park Victoria Rd in Milpitas 	Country Fire
316	2018	07	off South Shingle Road and Latrobe Road, west of Latrobe	Shingle Fire
300	2018	06	Reading Creek Road, SE of Douglas City	Flat Fire
300	2018	06	Road 210 and Road 200, Oneal	ONeals Fire
300	2018	05	Basilone Rd and San Juan Rd, Camp Pendleton Marine Corps Base	Alpha Fire
293	2018	05	Twisselman Road and Kecks Road, west of Highway 33	Twisselman Fire
290	2018	08	Near Milton Road and South Gulch Road, Rancho Calaveras	South Fire
289	2018	08	Road 29 & Road 607, southwest of Eastman Lake	Eastman Fire
282	2018	07	off Skyline Drive and Burrero Way, in an unincorporated county area west of Corona Cit	Skyline Fire
278	2018	07	off Panoche Road, 2 miles north of CAL FIRE Antelope Station, southeast of Hollister	Panoche Fire
268	2018	06	Ygnaciao Valley Road and Cowell Road, Concord	Valley Fire
268	2018	06	Stoll Rd & Baker Rd, west of Red Bluff	Stoll Fire
265	2018	06	Off Hwy 94 and Campo Truck Trail, Campo	Recycle Fire
261	2018	09	Wilson Lake Rd and Lost Creek Rd, 10 miles NW of Chester  	Wilson Fire
260	2018	06	Camp San Luis Obispo Range Echo, 3 miles NW of San Luis Obispo	Fox Fire
258	2018	03	Channel Islands National Park, Santa Cruz Island	Santa Cruz Fire
250	2018	08	off Rangeland Road and Highway 78 in Ramona	Rangeland Fire
247	2018	07	Marsh Creek Rd and  Bragdon way, east of Mount Diablo 	Marsh Fire
224	2018	07	Shasta Valley Wildlife Area, 4 miles south east of Montague 	Steamboat Fire
215	2018	07	Petersburg and Caribou Creek Rd 3 MI SW of Cecilville	Petersburg Fire
215	2018	06	off Coalinga Highway and Airline Highway, East of King City	Beaver Fire
207	2018	07	Rock Mountain Dr. and Sandia Creek Dr. in the community of Fallbrook. 	Rock Fire
205	2018	07	Highway 74 and Ribbonwood Dr. near Pinyon	Ribbon Fire
200	2018	09	southbound I-5, south of Grapevine Rd.	Water Fire
200	2018	06	Cunningham Road and Hwy 140, Planda	Bear Fire
191	2018	07	off Par Four Way and Highway 162, west of the City of Oroville 	Par Fire
186	2018	11	off Highway 118 and Rocky Peak Road, east of Simi Valley	Peak Fire
185	2018	06	off Dinosaur Road and Highway 152, Santa Nella	Dinosaur Fire
175	2018	06	I-5 and Calgrove Blvd, Santa Clarita	South Fire
175	2018	06	Aliso Woods Canyon Park, Community of Aliso Viejo	Aliso Fire
172	2018	09	Pie Canyon Rd and Mono-Alamar Rd, NE of Gibraltar Reservoir	Ogilvy Fire
170	2018	06	Off Casale Rd & Reading Rd, south of Red Bluff	Sierra Fire
167	2018	10	Hwy 198 & Priest Valley Rd, east of San Lucas	Priest Fire
167	2018	07	Roxie Peconom Campground, west of Willard Cr, 10 mi west of Susanville	Roxie Fire (Formerly 1-1 Fire)
166	2018	09	East Fork Rd & San Gabriel Canyon Rd, Azusa	Fork Fire
163	2018	06	Hwy 49 & Marshes Flat Rd, in the Community of Moccasin 	Flat Fire
160	2018	10	Winters Rd & Allendale Rd, south of Winters	Winters Fire
155	2018	08	off Highway 36 west and Beegum Gorge road, Platina area	Gorge Fire
155	2018	06	off Highway 241 and Santiago Canyon Road	Santiago Fire
154	2018	06	off Highway 71 south of Euclid Avenue in Chino	Euclid Fire
152	2018	09	Samuel P Taylor State Park, northwest of the Community of Lagunitas	Irving Fire
150	2018	11	off Shell Road and Orr Road, Santa Paula	Briggs Fire
150	2018	10	Nacimiento Fergusson Rd, west of Jolon	Nacimiento Fire
150	2018	09	Sliger Mine Rd and Hida Way, northwest of Georgetown	Sliger Fire
147	2018	11	off Sierra Ave and Riverside Ave	Sierra Fire
136	2018	08	Parrots Ferry Rd x Camp 9 Rd, South of the community of Vallecito	Parrots Fire
135	2018	07	off Arroyo Grande Drive and Steele Canyon Road, Capell	Steele Fire
128	2018	07	off West Pico Canyon Rd and Potrero Canyon Rd, Stevenson Ranch area	Pico Fire
127	2018	06	Open Ridge, NW of Dry Creek Hill, 11 miles SW of Elk Creek	Open Fire
127	2018	05	west of Rancho Hills, community of Lake Shastina, north of Weed	Shastina Fire
125	2018	08	Sterling Ave and Foothill Dr, City of San Bernardino	Sterling
120	2018	10	Road 208 and Avenue 380, 5 miles north of Woodlake	Market Fire
117	2018	08	off Hwy 70 near Chips Creek, west of Belden	Murphy Fire
116	2018	07	Panoche Rd and New Idria Rd, west of San Joaquin	Idria Fire
116	2018	07	off Bridal Path Drive and Butch Drive, east of Gilroy	Bridle Fire
115	2018	06	Wheeler Gulch & Hwy 49 South, southwest of Coulterville	Wheeler Fire
114	2018	08	off Pine Mountain Road and Granite Road, north of Bakersfield	Pine Fire
113	2018	07	off north Fairview Ave and Holiday Hill Road, City of Goleta	Holiday Fire
110	2018	07	Highway 246, west of Buellton	Windmill Fire
108	2018	05	Cobblestone Lane and Thernal Road, Tivy Valley	Cobble Fire
106	2018	08	Off Highway 101, south of Hopland	Western Fire
103	2018	08	Hwy 20 and New Long Valley Rd, Clear Lake Oaks          	Cache Fire
103	2018	05	Off Jellysferry Rd, north of Red Bluff	Jelly Fire
100	2018	08	off San Pasqual Valley Rd, near Escondido.	Cloverdale Fire
100	2018	07	off Balch Park Road and Yokohl Drive, northeast of Porterville	Balch Fire
100	2018	07	off Interstate 15 and Kenwood Ave, north of San Bernardino	Box Fire
100	2018	05	Bitterwater Rd and Bitterwater Canyon Rd, California Valley Area	Water Fire
96	2018	06	Sam Jones and Jolon Rd, Fort Hunter Liggett 	Sam Fire
95	2018	06	Comanche Point Rd, 3 miles south of Arvin	Sheep Fire
90	2018	07	off Peachland Road and Highway 128, north of the Community of Boonville	Peach Fire 
89	2018	07	near Little Valley	3-16 Fire
88	2018	11	Horn Road and Mail Route Road, 9 miles southeast of Termo  	Horn Fire
88	2018	08	Mammoth Road, 29 miles north of Clovis	Redinger Fire
88	2018	05	off Highway 33 and south of Highway 152	Plaza Fire
80	2018	09	Gillis Canyon Road and San Juan Road, east of Paso Robles	Shandon Fire
80	2018	07	Pawnee Dr. and New Long Valley Dr., northeast of Clearlake 	Spring 2 Fire
80	2018	06	Horseshoe Rd & Stagecoach Dr, near Copperopolis	Horse Fire
77	2018	07	off Highway 1 and Highway 101, North of Gaviota	Cruces Fire
76	2018	09	Oak Run Rd and Little Ridge Rd, Palo Cedro	Silver Fire
76	2018	06	Anchor Ave and Hills Valley Rd, north of Orange Cove	Anchor Fire
75	2018	07	off Stonyford Road and Lake Park, west of Maxwell   	Stony Fire
75	2018	05	Hwy 162 and Forest Hwy 7, northwest of Elk Creek	Chrome Fire
73	2018	04	Main Street and Interstate 15, City of Lake Elsinore	Main Fire
70	2018	07	Curie Dr and San Ignacio Ave, southeast of San Jose	Curie Fire
70	2018	06	Tesla Road and Reuss Road, east of Livermore	Tesla Fire
70	2018	06	off Spring Branch Road and Jellys Ferry Road, northeast of Red Bluff	Spring Fire
70	2018	05	Via Santa Rosa near Via Tornado, southwest of Temecula	Tornado Fire
68	2018	06	Hwy 152 & Lower Cottonwood, west of Los Banos	Romero Fire
67	2018	08	Bumper Rd & China Hill Rd, east of Frenchtown	Bumper Fire
67	2018	07	Hwy 101 at mile marker 38, west of Redwood Valley (Mendocino County) 	Heart Fire
66	2018	08	off Omega Lane and Alpha Circle, west of Pilot Hill	Omega Fire
64	2018	06	Panoche Road, north of San Benito	Panoche Fire
63	2018	10	Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill	Park Fire
63	2018	07	Highland Ridge Rd & Trinity Mt Rd, French Gulch	Highland Fire
63	2018	07	off Benton Road and Crams Corner Drive in Anza	Benton Fire
63	2018	06	Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest	Cherry Fire
63	2018	05	Interstate 5 and Stuhr Rd, South of Patterson	Stuhr Fire
62	2018	07	off Lebec Road and Lebec Oaks Road, North of Lebec	Lebec Fire
62	2018	06	North of Lake Piru	Canyon Fire
62	2018	06	off East Liberty Road 	Liberty Fire
60	2018	11	off Adams Road at Barr Lane, southwest of Cottonwood 	Adams Fire
60	2018	08	off Knoxville Road and Knoxville Devilhead Road, Knoxville	Grade Fire
60	2018	06	off Road 407 and Road 600, Community of Raymond	Raymond Fire
60	2018	06	off Creston Road, east of Paso Robles	Creston FIre
60	2018	06	off Buena Vista Road, north of Paso Robles	Vista Fire
60	2018	05	Alisos Canyon Rd, Santa Ynez, north of Santa Barbara 	Happy Fire
59	2018	05	Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15	Agua Fire
58	2018	10	Off Lopez Drive east of Arroyo Grande	Camino Fire
56	2018	07	Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills	3-10 Fire
56	2018	07	off Bruce Lane and Joseph Lane, east of San Ramon	Bruce Fire
56	2018	05	Off Hwy 41 & Rd 406, south of ONeals	Experimental Fire
53	2018	09	Cajon Blvd and Kenwood Ave, Devore	Keenbrook Fire
53	2018	09	McKenzie Meadows and Hwy 36, 15 miles west of Susanville	Copper Fire
53	2018	06	off Boyer Road and Fox Hollow Lane, Community of Bootjack	Boyer Fire
52	2018	07	off Hwy 299 E & County Rd 74, west of Devils Garden Conservation Camp	Kelley Fire
51	2018	09	off Reservoir Canyon Road and Highway 101, east of San Luis Obispo	Reservoir Fire
51	2018	07	Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney	Crestline Fire
51	2018	07	at Hale Ave and Monterey St. in Morgan Hill 	Hale Fire
50	2018	07	Adobe Creek Rd & Peterson Ln, Kelseyville	Carder Fire
50	2018	07	Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake	Tuscan Fire
50	2018	02	Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood	Haycamp Fire
48	2018	08	I 580 and Paloverde Rd., Castro Valley	Castro Fire
45	2018	07	Buckingham Dr and Moraga Rd, southwest of Walnut Creek 	Buckingham Fire
45	2018	12	Platform Bridge Rd. and Point Reyes Station, northeast of Olema 	Bridge Fire
43	2018	07	Off Highway 162 & Simmons Rd, Lake Oroville	Simmons Fire
40	2018	07	Off Martinez Road & Avenue 66, Thermal	Martinez Fire
40	2018	07	Ben Hur Rd & Preston Rd, south of Ben Hur	Ben Fire
40	2018	06	off Montbretia Way and Ironwood, East of San Ramon	Iron Fire
40	2018	06	off Oregon Gulch Road, near View Lane, North of Oroville	Oregon Fire
39	2018	07	Hidden Valley Rd & Cienega Rd, south of Hollister	Hidden Fire
38	2018	10	Lake Blvd & Masonic Ave, Redding	Masonic Fire
38	2018	06	I-8 and College Ave, San Diego City	Adobe Fire
37	2018	07	Paso Robles Rd & Adelaida Rd, west of Paso Robles	Mustang Fire
37	2018	06	Martin Dr. and Stanton Drive, NE of Lake Shastina	Martin Fire
36	2018	09	Highland Springs Rd & Old Toll Rd, Kelseyville	Ridge Fire
36	2018	08	Hidden Falls Road, Winchester	Winchester Fire
35	2018	11	near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo	Brushy Fire
35	2018	08	off Terramor Road and Temescal Canyon Road, community of Temescal Valley	Terra Fire
35	2018	07	Hwy 299 E & Hwy 89, east of Burney	Corner Fire
35	2018	06	Fairview Rd and John Smith Rd, City of Hollister	Fairview Fire
34	2018	08	off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi	Marcel Fire
34	2018	07	Patterson Pass Road and Midway Rd, Altamont 	Patterson Fire
34	2018	07	Mineral King Rd, Ash Mountain area	Horse Creek Fire
33	2018	09	Nimshew Rd & Centerville Rd, Magalia	Nimshew Fire
33	2018	07	off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff	Lariat Fire
33	2018	06	Hwy 330 and Old City Creek Rd, Community of Running Springs	Creek Fire
33	2018	02	Road 136 and Avenue 440, Community of Orosi	Wilcox Fire
32	2018	10	Bobs Flat Trail, 3 miles north of Trimmer	Eagle Fire
32	2018	08	off High Country Drive in Moreno Valley	Country Fire
32	2018	07	Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber	3-18 Fire
32	2018	06	off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake	Creek Fire
31	2018	07	off Hwy 299 E and Deschutes Rd, Bella Vista	Vista Fire
30	2018	09	Quimby Rd & Borden Dr, East San Jose 	Quimby Fire
30	2018	08	off Highway 4 and Alhambra Ave, Martinez	Alhambra Fire
30	2018	08	Welch Creek Rd and Geary Rd., southeast of Sunol	Creek Fire
30	2018	07	El Sobrante Road at McAllister Street, Lake Matthews	Sobrante Fire
30	2018	07	off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County)	Rock Fire
30	2018	06	off Grant Line Rd and White Rock Rd, southwest of Folsom	Grant Fire
30	2018	04	25th Ave & Ultica Ave, south of Kettleman City	Aqueduct Fire
28	2018	07	north of the Meixcan border and east of the Otay port of entry	Border Fire
27	2018	05	off Ager Road, northeast of Montague	Ager Fire
26	2018	05	off Road 272 and Avenue 2, east of Delano	White Fire
25	2018	09	off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba 	Soboba Fire
25	2018	06	off Willow Pass Road at Evora Road, Baypoint	Willow Fire
25	2018	05	Estrella Rd and Airport Rd, North of Paso Robles	Vineyard Fire
24	2018	09	Kelsey Creek Rd & Conklin Ln, Kelseyville	Kelsey Fire
23	2018	08	Hwy 60 and Jack Rabbit Trail, Beaumont	Land Fire
23	2018	06	Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg	Glen Fire
23	2018	06	Plymire Rd and Deer Valley Rd, West of Red Bluff 	Plymire Fire
22	2018	08	Texas Hill Rd and Bondurant Mine Rd, east of Coulterville	Wagner Fire
21	2018	04	Tin Mine Rd, north of the Cajalco Expressway	Meadow Fire
20	2018	11	Off Morgan Territory Rd & Storybook Ln, east of San Ramon	Morgan Fire
20	2018	11	off Palomares Road Niles Canyon Road, northwest of Sunol	Niles Fire
20	2018	07	Monterey Road and Church Ave, San Martin	Church Fire
20	2018	06	off Vallecitos Road and Little Valley, south of Livermore	Vallecitos Fire
20	2018	06	off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga	Bridle Fire
20	2018	06	off Highway 70 at Table Mountain Road, north of Oroville	70 Fire
20	2018	06	off Westwanda Drive and Benedict Canyon Drive	Portola Fire 
20	2018	04	Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot	French Fire
18	2018	05	De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base	Jacques Fire
18	2018	04	Via Del Lago and Alta Calle, Lake Perris, Moreno Valley	Lago Fire
17	2018	11	off Highway 9 and Rincon Crossing, north of Santa Cruz  	Rincon Fire
17	2018	06	off China Gulch Road and Comanche Parkway North, Jackson Valley	China Fire
17	2018	06	Highway 74 and Ethanac Rd, City of Perris	Ethanac Fire
16	2018	08	off Oak Lane and Buck Mountain Road, south of Grass Valley	Oak Fire
16	2018	07	Highway 169 in Pecwan	Johnson Fire
16	2018	05	Keeler Court and Santa Teresa Blvd., south of San Jose	Keeler Fire
15	2018	10	1 mile northwest of Iron Gate Dam	Iron Gate Fire
15	2018	09	East of Essex Reservoir, northeast of Canby.	Essex Fire
15	2018	05	Hwy 79 & Woodchuck Road, Temecula	Woodchuck Fire
15	2018	04	Tyler Street and Vista Del Sur, Coachella, City of Coachella	Tyler Fire
14	2018	08	off Old Julian Highway and Creek Hollow, west of Ramona	Casner Fire
14	2018	07	off Gage Irving Road, South Lake Nacimiento	Camp Fire
14	2018	07	off Homestead Ranch Road, southeast of Doyle 	3-2 Fire
14	2018	06	County Road 25 and County Road 86A, community of Madison north of Winters       	Madison FIre
13	2018	09	Ranchera Road and Hill Boulevard, Shasta Lake City	Ranchera Fire
13	2018	07	Old Julian Way & Cinnamon Rock Rd, east of Ramona	Cinnamon Fire
13	2018	06	Hwy 198 and Coldwell Ln, 10 miles west of Coalinga	Coldwell Fire
12	2018	10	Cloverdale & Clear Creek, Near the community of Igo	Tower Fire
12	2018	09	Meyers Rd in Camino	Meyers Fire
12	2018	07	Muscoy	Gray Fire
12	2018	07	in the area of Road 230 and Road 225, North Fork	School Fire
12	2018	06	Mission Avenue and C Street, City of San Rafael	Mission Fire
12	2018	06	Vista Del Lago/Via Ranchitos, Fallbrook	Vista Fire
12	2018	06	Meamber Creek Road, 8 miles west of Fort Jones	Meamber Fire
12	2018	06	Lake Nacimiento, 10 miles west of Paso Robles	Resort Fire
12	2018	05	American Canyon Rd, East of American Canyon	Bellagio Fire
12	2018	05	Grant Line Road and I-580, east of Livermore	Grant Fire
12	2018	05	Volcan Road and Farmer Road, north of the community of Julian	Volcan Fire
11	2018	07	south of Rich Gulch, near Lake Oroville	Dark Fire
11	2018	07	Cornerstone Court, Yosemite Lakes	Cornerstone Fire
11	2018	06	Vuelta Grande Rd and Carancho Rd, Community of De Luz	Grande Fire
11	2018	03	Rock Creek Rd, SE of Shingletown	Rock Fire
10	2018	11	off Bear Creek Road and Mayfair Road, Boulder Creek north of Santa Cruz	Bear Fire 
10	2018	11	off Highway 299 in the area of Green Hill	Green Hill Fire
10	2018	10	Upper Powellton Rd and Skyway, north of Stirling City	Powellton Fire
10	2018	08	off Scenic View Drive and Keller Road	Keller Fire
10	2018	08	Napa Vallejo Highway and Syar Industrial Way	Syar Fire
10	2018	07	off Lott Rd and Bunny Ln, 15 miles north of Weed 	Lott Fire
10	2018	07	off Highway 94 and Community Building Road near Dulzura	Building Fire
10	2018	06	at the Llano Seco Ranch, south of Chico	Llano Fire
10	2018	06	Suey Creek Road & Crystal Springs, east of Nipomo	Creek Fire
10	2018	06	Ranchita Canyon Road, southwest of the town of Parkfield	Ranchita Fire
10	2018	06	Hwy 12 and Broadway, Schellville 	Pallet Fire
10	2018	06	Greenwick Rd and Brabham St, Community of Rancho San Diego	Green Fire
10	2018	06	Black Butte Lake and Newville Road west of Orland	Black Fire
10	2018	06	Calle Jardin  and Calle Uva, Temecula	Jardin Fire
10	2018	05	Highway 86 Expressway and Avenue 70, Thermal	70th Fire
0	2018	11	Lower Skyway and Lower Honey Run, Between Chico and Paradise 	Honey Flooding
0	2018	04	Black Bennet Rd. near Grape Creek, 8 miles southwest of Burnt Ranch	Grape Fire
0	2018	01	Montecito, Summerland and Carpenteria	Montecito Flooding / Mudflows
0	2018	01	Montecito, Summerland and Carpenteria	Montecito Flooding / Mudflows
1806	2019	10	West Easy Street and West Los Angeles Avenue, Simi Valley	Easy Fire
1300	2019	08	Mt Gaines Rd and Bear Valley Rd, Bear Valley	Gaines Fire
1011	2019	10	Calimesa Boulevard and Sandalwood Drive	Sandalwood Fire
605	2019	10	Gyle Road and Long Dirt Road, Northwest of Corning	Rawson Fire
494	2019	10	Granite Hill and Pyrite Street, in Jurupa Valley 	Hill Fire 
355	2019	11	Foothills and McAnally Drive, northwest of Roseville	Foothills Fire
289	2019	10	Indian Valley Road and Monterey County Line near Camp Robert's	Cross Fire
289	2019	10	Indian Valley Road and Monterey County Line near Camp Robert's	Cross Fire
149	2019	07	Old Hwy and Guadalupe, East of Mariposa	Valley Fire
137	2019	10	Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga	Mud Fire 
107	2019	08	Pittville Road and Sheep Flat Road, southeast of Fall River Mills	3-2 Willow (Previously H-1 Fire)
75	2019	10	Wolfskill Truck Road near Silver Creek Drive, south of Banning	Wolf Fire
40	2019	10	Merrill Circle N and Merrill Dr, Moraga	Merrill Fire
37	2019	10	Miller Lane and Cole Grade Lane, North of Valley Center 	Miller Fire
35	2019	10	Mines Rd and Del Valle Rd, southeast of Livermore	Mines Fire
35	2019	07	Frank Raines Park on Del Puerto Canyon Road, west of Patterson	Rains Fire
30	2019	07	Blue Horse Rd and Saddle Trail, 2 miles NW of Olinda	Horse Fire
27	2019	07	near the Whiskey Creek Day Use area of New Hogan Lake	Whiskey Fire
26	2019	08	Off La Barisa Dr & Hwy 247 in Landers	La Barisa Fire
25	2019	07	Off Vista De La Montana in the Dehesa area	Vista Fire
22	2019	09	Chaparral Drive and Latrobe Road in Latrobe	Chaparral Fire
22	2019	07	patterson pass and mid way, eastern	Mid Fire
15	2019	10	San Pablo Ave and Cummings Skyway, Crockett	Nustar Fire
12	2019	08	near the intersection of Sage Road and Highway 79, in Aguanga	Sage Fire
10	2019	10	Highway 101 south of Sloan and Old Sherwood Road in Willits, California	Wilson Fire
10	2019	09	Deer Creek Road and Rons Road, northeast of Boulder Creek	Deer Fire
77758	2019	10	John Kincade Road and Burned Mountain Road, northeast of Geyserville	Kincade Fire
54612	2019	09	Indian Creek and Beckworth Genesee Road, east of Genesee	Walker Fire
14217	2019	07	Hwy 139 and Tucker Butte Rd, 6 miles SW of Clear Lake Reservoir	Tucker Fire
10296	2019	09	south west of Big Pine and north west of Aberdeen	Taboose Fire
9999	2019	10	off of Bradley Road and Solano Verde Dr, Top of South Mt, Santa Paula	Maria Fire 
8838	2019	09	Off Hammer Loop Road and Petty John Road, West of Red Bluff 	Red Bank Fire
8799	2019	10	Saddle Ridge Rd, Sylmar	Saddle Ridge Fire
5737	2019	09	Pinnacle Lake, Doublehead Ranger district, Modoc National Forest	Lone Fire
5563	2019	10	Highway 140 and Briceburg Bridge Road north of Midpines 	Briceburg Fire
5332	2019	09	Southeast aspect of Tomhead Mountain, South of Platina	South Fire
4840	2019	09	southeast of Lee Vining, CA	Springs Fire
4615	2019	10	Tick Canyon Rd and Summit Knoll Rd, Canyon Country	Tick Fire
3435	2019	10	Northern ridge above Caples Creek north of Highway 88	Caples Fire
3380	2019	08	Hagata Canyon, east of Eagle Lake	R-1 Fire
3126	2019	11	Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest	Cave Fire (No Longer a CAL FIRE Incident)
2546	2019	06	Lonoak Rd & Airline Hwy, East of King City  	Lonoak Fire
